Série	Numéro	Nom	Rareté	Nb Normal	Nb Ed1	Nb Reverse	Nb Spéciale	Alternative	Gradées	Image URL
Ténèbres Embrasées	161/189	Cloche Familière	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/161.jpg?class=hd
Ténèbres Embrasées	162/189	Forêt de Lumirinth	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/162.jpg?class=hd
Ténèbres Embrasées	163/189	Kabu	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/163.jpg?class=hd
Ténèbres Embrasées	164/189	Vieux PC	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/164.jpg?class=hd
Ténèbres Embrasées	165/189	Peterson	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/165.jpg?class=hd
Ténèbres Embrasées	166/189	Soins de l'Éleveur de Pokémon	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/166.jpg?class=hd
Ténèbres Embrasées	167/189	Fossile Rare	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/167.jpg?class=hd
Ténèbres Embrasées	168/189	Shehroz	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/168.jpg?class=hd
Ténèbres Embrasées	169/189	Shehroz Tower	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/169.jpg?class=hd
Ténèbres Embrasées	170/189	Smashings	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/170.jpg?class=hd
Ténèbres Embrasées	171/189	Gants d'Épreuve	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/171.jpg?class=hd
Ténèbres Embrasées	172/189	Fortifiant Turbo	2	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/172.jpg?class=hd
Ténèbres Embrasées	173/189	Clairon de la Team Yell	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/173.jpg?class=hd
Ténèbres Embrasées	174/189	Énergie Feu Chaleur	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/174.jpg?class=hd
Ténèbres Embrasées	175/189	Énergie Obscurité Repaire	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/175.jpg?class=hd
Ténèbres Embrasées	176/189	Énergie Incolore Puissance	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/176.jpg?class=hd
Ténèbres Embrasées	177/189	Papilusion-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/177.jpg?class=hd
Ténèbres Embrasées	178/189	Démolosse-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/178.jpg?class=hd
Ténèbres Embrasées	179/189	Scolocendre-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/179.jpg?class=hd
Ténèbres Embrasées	180/189	Lucanon-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/180.jpg?class=hd
Ténèbres Embrasées	181/189	Rhinastoc-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/181.jpg?class=hd
Ténèbres Embrasées	182/189	Nostenfer-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/182.jpg?class=hd
Ténèbres Embrasées	183/189	Cizayox-V	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/183.jpg?class=hd
Ténèbres Embrasées	184/189	Limonde de Galar-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/184.jpg?class=hd
Ténèbres Embrasées	185/189	Drattak-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/185.jpg?class=hd
Ténèbres Embrasées	186/189	Kabu	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/186.jpg?class=hd
Ténèbres Embrasées	187/189	Peterson	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/187.jpg?class=hd
Ténèbres Embrasées	188/189	Soins de l'Éleveur de Pokémon	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/188.jpg?class=hd
Ténèbres Embrasées	189/189	Shehroz	5	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/189.jpg?class=hd
Ténèbres Embrasées	190/189	Papilusion-VMAX	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/190.jpg?class=hd
Ténèbres Embrasées	191/189	Scolocendre-VMAX	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/191.jpg?class=hd
Ténèbres Embrasées	192/189	Éthernatos-VMAX	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/192.jpg?class=hd
Ténèbres Embrasées	193/189	Cizayox-VMAX	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/193.jpg?class=hd
Ténèbres Embrasées	194/189	Drattak-VMAX	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/194.jpg?class=hd
Ténèbres Embrasées	195/189	Soins de l'Éleveur de Pokémon	6	1	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/195.jpg?class=hd
Ténèbres Embrasées	196/189	Shehroz	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/196.jpg?class=hd
Ténèbres Embrasées	197/189	Gorythmic	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/197.jpg?class=hd
Ténèbres Embrasées	198/189	Monthracite	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/198.jpg?class=hd
Ténèbres Embrasées	199/189	Ombrelle Géante	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/199.jpg?class=hd
Ténèbres Embrasées	200/189	Fortifiant Turbo	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/200.jpg?class=hd
Ténèbres Embrasées	201/189	Énergie Capture	6	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH3/HD/201.jpg?class=hd
Clash des Rebelles	1/192	Chenipan	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/1.jpg?class=hd
Clash des Rebelles	2/192	Chrysacier	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/2.jpg?class=hd
Clash des Rebelles	3/192	Papilusion	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/3.jpg?class=hd
Clash des Rebelles	4/192	Insécateur	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/4.jpg?class=hd
Clash des Rebelles	5/192	Caratroc	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/5.jpg?class=hd
Clash des Rebelles	6/192	Scarhino	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/6.jpg?class=hd
Clash des Rebelles	7/192	Nénupiot	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/7.jpg?class=hd
Clash des Rebelles	8/192	Lombre	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/8.jpg?class=hd
Clash des Rebelles	9/192	Ludicolo	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/9.jpg?class=hd
Clash des Rebelles	10/192	Arakdo	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/10.jpg?class=hd
Clash des Rebelles	11/192	Maskadra	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/11.jpg?class=hd
Clash des Rebelles	12/192	Blizzi	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/12.jpg?class=hd
Clash des Rebelles	13/192	Blizzaroi	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/13.jpg?class=hd
Clash des Rebelles	14/192	Brocélôme	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/14.jpg?class=hd
Clash des Rebelles	15/192	Desséliande	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/15.jpg?class=hd
Clash des Rebelles	16/192	Larvibule	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/16.jpg?class=hd
Clash des Rebelles	17/192	Gorythmic-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/17.jpg?class=hd
Clash des Rebelles	18/192	Gorythmic-VMAX	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/18.jpg?class=hd
Clash des Rebelles	19/192	Blancoton-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/19.jpg?class=hd
Clash des Rebelles	20/192	Verpom	1	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/20.jpg?class=hd
Clash des Rebelles	21/192	Verpom	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/21.jpg?class=hd
Clash des Rebelles	22/192	Pomdrapi	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/22.jpg?class=hd
Clash des Rebelles	23/192	Dratatin	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/23.jpg?class=hd
Clash des Rebelles	24/192	Goupix	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/24.jpg?class=hd
Clash des Rebelles	25/192	Feunard	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/25.jpg?class=hd
Clash des Rebelles	26/192	Feunard-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/26.jpg?class=hd
Clash des Rebelles	27/192	Caninos	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/27.jpg?class=hd
Clash des Rebelles	28/192	Arcanin	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/28.jpg?class=hd
Clash des Rebelles	29/192	Magmar	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/29.jpg?class=hd
Clash des Rebelles	30/192	Maganon	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/30.jpg?class=hd
Clash des Rebelles	31/192	Funécire	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/31.jpg?class=hd
Clash des Rebelles	32/192	Mélancolux	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/32.jpg?class=hd
Clash des Rebelles	33/192	Lugulabre	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/33.jpg?class=hd
Clash des Rebelles	34/192	Aflamanoir	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/34.jpg?class=hd
Clash des Rebelles	35/192	Pyrobut-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/35.jpg?class=hd
Clash des Rebelles	36/192	Pyrobut-VMAX	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/36.jpg?class=hd
Clash des Rebelles	37/192	M. Mime de Galar	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/37.jpg?class=hd
Clash des Rebelles	38/192	M. Glaquette de Galar	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/38.jpg?class=hd
Clash des Rebelles	39/192	Magicarpe	1	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/39.jpg?class=hd
Clash des Rebelles	40/192	Léviator	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/40.jpg?class=hd
Clash des Rebelles	41/192	Goélise	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/41.jpg?class=hd
Clash des Rebelles	42/192	Bekipan	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/42.jpg?class=hd
Clash des Rebelles	43/192	Milobellus-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/43.jpg?class=hd
Clash des Rebelles	44/192	Tritonde	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/44.jpg?class=hd
Clash des Rebelles	45/192	Batracné	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/45.jpg?class=hd
Clash des Rebelles	46/192	Crapustule	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/46.jpg?class=hd
Clash des Rebelles	47/192	Darumarond de Galar	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/47.jpg?class=hd
Clash des Rebelles	48/192	Darumacho de Galar	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/48.jpg?class=hd
Clash des Rebelles	49/192	Lézargus-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/49.jpg?class=hd
Clash des Rebelles	50/192	Lézargus-VMAX	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/50.jpg?class=hd
Clash des Rebelles	51/192	Nigosier	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/51.jpg?class=hd
Clash des Rebelles	52/192	Embrochet	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/52.jpg?class=hd
Clash des Rebelles	53/192	Hastacuda	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/53.jpg?class=hd
Clash des Rebelles	54/192	Bekaglaçon	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/54.jpg?class=hd
Clash des Rebelles	55/192	Bekaglaçon-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/55.jpg?class=hd
Clash des Rebelles	56/192	Voltorbe	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/56.jpg?class=hd
Clash des Rebelles	57/192	Électrode	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/57.jpg?class=hd
Clash des Rebelles	58/192	Élektek	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/58.jpg?class=hd
Clash des Rebelles	59/192	Élekable	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/59.jpg?class=hd
Clash des Rebelles	60/192	Lixy	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/60.jpg?class=hd
Clash des Rebelles	61/192	Luxio	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/61.jpg?class=hd
Clash des Rebelles	62/192	Luxray	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/62.jpg?class=hd
Clash des Rebelles	63/192	Galvaran	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/63.jpg?class=hd
Clash des Rebelles	64/192	Iguolta	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/64.jpg?class=hd
Clash des Rebelles	65/192	Chrysapile	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/65.jpg?class=hd
Clash des Rebelles	66/192	Lucanon	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/66.jpg?class=hd
Clash des Rebelles	67/192	Fulgudog-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/67.jpg?class=hd
Clash des Rebelles	68/192	Toxizap	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/68.jpg?class=hd
Clash des Rebelles	69/192	Salarsen	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/69.jpg?class=hd
Clash des Rebelles	70/192	Salarsen-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/70.jpg?class=hd
Clash des Rebelles	71/192	Salarsen-VMAX	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/71.jpg?class=hd
Clash des Rebelles	72/192	Wattapik-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/72.jpg?class=hd
Clash des Rebelles	73/192	Morpeko	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/73.jpg?class=hd
Clash des Rebelles	74/192	Mélofée	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/74.jpg?class=hd
Clash des Rebelles	75/192	Mélodelfe	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/75.jpg?class=hd
Clash des Rebelles	76/192	Natu	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/76.jpg?class=hd
Clash des Rebelles	77/192	Xatu	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/77.jpg?class=hd
Clash des Rebelles	78/192	Corayon de Galar	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/78.jpg?class=hd
Clash des Rebelles	79/192	Corayôme de Galar	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/79.jpg?class=hd
Clash des Rebelles	80/192	Cryptéro	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/80.jpg?class=hd
Clash des Rebelles	81/192	Bacabouh	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/81.jpg?class=hd
Clash des Rebelles	82/192	Trépassable	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/82.jpg?class=hd
Clash des Rebelles	83/192	Bibichut	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/83.jpg?class=hd
Clash des Rebelles	84/192	Chapotus	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/84.jpg?class=hd
Clash des Rebelles	85/192	Sorcilence	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/85.jpg?class=hd
Clash des Rebelles	86/192	Crèmy	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/86.jpg?class=hd
Clash des Rebelles	87/192	Charmilly	3	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/87.jpg?class=hd
Clash des Rebelles	88/192	Wimessir	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/88.jpg?class=hd
Clash des Rebelles	89/192	Fantyrm	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/89.jpg?class=hd
Clash des Rebelles	90/192	Dispareptil	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/90.jpg?class=hd
Clash des Rebelles	91/192	Lanssorien	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/91.jpg?class=hd
Clash des Rebelles	92/192	Lanssorien-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/92.jpg?class=hd
Clash des Rebelles	93/192	Lanssorien-VMAX	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/93.jpg?class=hd
Clash des Rebelles	94/192	Canarticho de Galar	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/94.jpg?class=hd
Clash des Rebelles	95/192	Palarticho de Galar	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/95.jpg?class=hd
Clash des Rebelles	96/192	Tarinor	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/96.jpg?class=hd
Clash des Rebelles	97/192	Meditikka	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/97.jpg?class=hd
Clash des Rebelles	98/192	Charmina	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/98.jpg?class=hd
Clash des Rebelles	99/192	Barloche	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/99.jpg?class=hd
Clash des Rebelles	100/192	Barbicha	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/100.jpg?class=hd
Clash des Rebelles	101/192	Tutafeh de Galar	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/101.jpg?class=hd
Clash des Rebelles	102/192	Tutétékri de Galar	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/102.jpg?class=hd
Clash des Rebelles	103/192	Opermine	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/103.jpg?class=hd
Clash des Rebelles	104/192	Golgopathe	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/104.jpg?class=hd
Clash des Rebelles	105/192	Charbi	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/105.jpg?class=hd
Clash des Rebelles	106/192	Wagomine	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/106.jpg?class=hd
Clash des Rebelles	107/192	Monthracite	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/107.jpg?class=hd
Clash des Rebelles	108/192	Dunaconda-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/108.jpg?class=hd
Clash des Rebelles	109/192	Hexadron	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/109.jpg?class=hd
Clash des Rebelles	110/192	Hexadron-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/110.jpg?class=hd
Clash des Rebelles	111/192	Dolman	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/111.jpg?class=hd
Clash des Rebelles	112/192	Smogo	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/112.jpg?class=hd
Clash des Rebelles	113/192	Smogogo de Galar	4	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/113.jpg?class=hd
Clash des Rebelles	114/192	Moufouette	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/114.jpg?class=hd
Clash des Rebelles	115/192	Moufflair	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/115.jpg?class=hd
Clash des Rebelles	116/192	Spiritomb	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/116.jpg?class=hd
Clash des Rebelles	117/192	Miamiasme	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/117.jpg?class=hd
Clash des Rebelles	118/192	Miasmax	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/118.jpg?class=hd
Clash des Rebelles	119/192	Vostourno	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/119.jpg?class=hd
Clash des Rebelles	120/192	Vaututrice	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/120.jpg?class=hd
Clash des Rebelles	121/192	Sepiatroce-V	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/121.jpg?class=hd
Clash des Rebelles	122/192	Sepiatroce-VMAX	5	0	-1	-1	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/122.jpg?class=hd
Clash des Rebelles	123/192	Grimalin	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/123.jpg?class=hd
Clash des Rebelles	124/192	Fourbelin	2	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/124.jpg?class=hd
Clash des Rebelles	125/192	Angoliath	4	0	-1	0	0	1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/125.jpg?class=hd
Clash des Rebelles	126/192	Miaouss de Galar	1	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/126.jpg?class=hd
Clash des Rebelles	127/192	Berserkatt de Galar	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/127.jpg?class=hd
Clash des Rebelles	128/192	Cizayox	3	0	-1	0	0	-1	0	https://pokecardex.b-cdn.net/assets/images/sets/SWSH2/HD/128.jpg?class=hd
